hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees
HS-90478,contact478@rushflow.com.br,RUSHFLOW,Content Download,2023-09-26,Lead,,Brasil,linkedin-ads-q3,162
HS-90479,contact479@verticetech.com.br,Vértice Tech,paid,2024-05-01,Subscriber,,Brasil,ebook-revops,881
HS-90480,contact480@polaris.com.br,polaris,Content Download,2024-04-04,SQL,,Brasil,event-saas-summit,125
HS-90481,contact481@innova.com.br,Innova Tech,Organic,2024-03-09,Customer,,brasil,partner-referral,230
HS-90482,contact482@tapflow.com.br,TapFlow,Webinar,,Subscriber,,Brasil,organic,
HS-90483,contact483@skyops.com.br,SKYOPS,Social Media,2024-05-21,Subscriber,OPP-2024444,Brasil,cold-outbound,73
HS-90484,contact484@gruponexus.com.br,nexus,Organic Search,2024-09-22,Subscriber,OPP-2024022,Brasil,event-saas-summit,78
HS-90485,contact485@betasolutions.com.br,beta solutions,SEO,,MQL,,Brasil,ebook-revops,23
HS-90486,contact486@fluxosistemas.com.br,FLUXO SISTEMAS,email,2025-01-16,Subscriber,,BRA,cold-outbound,798
HS-90487,contact487@tapflow.com.br,TAPFLOW,Email Marketing,2024-12-15,Subscriber,,Brasil,demo-request,334
HS-90488,contact488@zentra.com.br,ZENTRA,email,,Lead,,brasil,cold-outbound,
HS-90489,contact489@bluepath.com.br,BLUEPATH,Partner,2024-12-10,SQL,,Brasil,demo-request,740
HS-90490,contact490@skyops.com.br,skyops,social,2023-10-21,SQL,OPP-2024384,Brasil,organic,118
HS-90491,contact491@corelogic.com.br,corelogic,Organic,2023-09-02,Subscriber,OPP-2024158,Brasil,webinar-nov24,354
HS-90492,contact492@polaris.com.br,Polaris,Webinar,2024-10-21,Subscriber,,BR,ebook-revops,
HS-90493,contact493@dataprime.com.br,Data Prime,organic,2025-01-08,SQL,,Brasil,webinar-nov24,3509
HS-90494,contact494@rushflow.com.br,RUSHFLOW,Social Media,2024-03-24,Lead,OPP-2024578,Brazil,webinar-nov24,451
HS-90495,contact495@betasolutions.com.br,Beta Solutions,Partner,2024-10-12,MQL,,brasil,cold-outbound,
HS-90496,contact496@dataprime.com.br,Data Prime,Partner,2024-01-21,MQL,,Brasil,webinar-nov24,
HS-90497,contact497@polaris.com.br,polaris,Content Download,2024-11-10,SQL,OPP-2024946,Brasil,ebook-revops,31
HS-90498,contact498@mindbox.com.br,Mindbox,Referral,2024-03-11,MQL,,Brasil,partner-referral,6237
HS-90499,contact499@polare.com.br,polare,Event,,Lead,,Brazil,event-saas-summit,471
HS-90500,contact500@ampliasolucoes.com.br,Amplia Soluções,organic,,Lead,OPP-2024661,Brasil,webinar-nov24,
HS-90501,contact501@connectwave.com.br,connectwave,Referral,2024-03-26,Lead,,Brasil,partner-referral,59
HS-90502,contact502@gruponexus.com.br,Nexus Group,Referral,,MQL,OPP-2024196,BRA,organic,25
HS-90503,contact503@mindbox.com.br,MINDBOX,Referral,,Subscriber,,brasil,organic,237
HS-90504,contact504@bluepath.com.br,BluePath,Organic,2023-10-29,SQL,OPP-2024171,Brasil,linkedin-ads-q3,
HS-90505,contact505@fluxosistemas.com.br,Fluxo Sistemas,Organic Search,2024-05-21,Lead,,Brasil,partner-referral,352
HS-90506,contact506@acmecorp.com.br,Acme,Partner,2023-09-07,Customer,OPP-2024368,Brasil,cold-outbound,350
HS-90507,contact507@skyops.com.br,SKYOPS,Partner,,Customer,OPP-2025049,BR,webinar-nov24,8143
HS-90508,contact508@fluxosistemas.com.br,Fluxo Sistemas Ltda,Organic Search,2023-11-08,Lead,OPP-2024100,Brasil,organic,
HS-90509,contact509@ampliasolucoes.com.br,Amplia Soluções Ltda,Event,2025-01-15,Lead,,Brasil,ebook-revops,188
HS-90510,contact510@dataprime.com.br,dataprime,Partner,2023-09-29,Customer,,Brasil,cold-outbound,2836
HS-90511,contact511@connectwave.com.br,Connect Wave,Referral,2024-05-03,Subscriber,OPP-2024941,Brasil,ebook-revops,
HS-90512,contact512@fluxosistemas.com.br,Fluxo Sistemas,Partner,2024-03-12,Lead,,brasil,partner-referral,660
HS-90513,contact513@bluepath.com.br,Blue Path,Content Download,2024-04-28,Subscriber,,Brasil,ebook-revops,1591
HS-90514,contact514@connectwave.com.br,connectwave,Partner,,Customer,,Brasil,linkedin-ads-q3,
HS-90515,contact515@tapflow.com.br,tapflow,social,2024-10-07,Subscriber,,BRA,ebook-revops,118
HS-90516,contact516@rushflow.com.br,RUSHFLOW,Social Media,,Subscriber,,Brasil,linkedin-ads-q3,
HS-90517,contact517@innova.com.br,Innova,partner referral,2024-12-15,SQL,OPP-2024016,Brasil,partner-referral,185
HS-90518,contact518@dataprime.com.br,Data Prime,Event,2023-11-20,MQL,OPP-2024151,Brasil,linkedin-ads-q3,
HS-90519,contact519@betasolutions.com.br,Beta Solutions,Event,2024-01-23,Customer,,BR,linkedin-ads-q3,805
HS-90520,contact520@gridsoft.com.br,gridsoft,Organic,2024-10-21,Customer,OPP-2024009,Brasil,cold-outbound,14
HS-90521,contact521@fluxosistemas.com.br,Fluxo,Organic Search,,MQL,OPP-2024996,Brasil,partner-referral,169
HS-90522,contact522@bluepath.com.br,Blue Path,Content Download,2025-01-30,Subscriber,,Brasil,demo-request,64
HS-90523,contact523@rushflow.com.br,RUSHFLOW,social,,MQL,,Brasil,demo-request,
HS-90524,contact524@polaris.com.br,Polaris Tech,Partner,2023-09-04,Lead,,brasil,ebook-revops,
HS-90525,contact525@betasolutions.com.br,Beta Solutions Ltda,Referral,,Customer,OPP-2024127,Brasil,cold-outbound,
HS-90526,contact389@polare.com.br,polare,social,2023-12-20,SQL,,Brasil,demo-request,
HS-90527,contact527@polare.com.br,Polare Ltda,Paid Search,2023-10-13,SQL,,Brasil,cold-outbound,
HS-90528,contact528@corelogic.com.br,corelogic,Direct,2023-11-08,Customer,,Brasil,demo-request,582
HS-90529,contact529@verticetech.com.br,VERTICE TECH,Organic,2023-12-28,Lead,,Brasil,partner-referral,
HS-90530,contact530@innova.com.br,INNOVA,Partner,2024-03-13,SQL,,BR,ebook-revops,231
HS-90531,contact531@zentra.com.br,Zentra Tech,Social Media,2024-11-20,Subscriber,OPP-2025051,Brasil,cold-outbound,169
HS-90532,contact532@polaris.com.br,polaris,email,2024-12-12,SQL,OPP-2024208,Brasil,partner-referral,3027
HS-90533,contact533@gruponexus.com.br,GRUPO NEXUS,Content Download,,Lead,,BR,cold-outbound,
HS-90534,contact534@fluxosistemas.com.br,Fluxo Sistemas Ltda,google ads,,Customer,OPP-2024976,Brasil,ebook-revops,12
HS-90535,contact535@fluxosistemas.com.br,FLUXO SISTEMAS,Content Download,2023-10-11,Customer,,Brasil,linkedin-ads-q3,849
HS-90536,contact536@corelogic.com.br,CORELOGIC,partner referral,2025-01-11,Lead,,Brasil,partner-referral,
HS-90537,contact431@mindbox.com.br,MINDBOX,Webinar,2025-01-17,MQL,OPP-2024580,Brasil,ebook-revops,
HS-90538,contact538@corelogic.com.br,CORELOGIC,Webinar,2024-03-01,Customer,,Brasil,ebook-revops,
HS-90539,contact539@mindbox.com.br,mindbox,Referral,2024-02-18,Customer,,Brasil,organic,198
HS-90540,contact540@polaris.com.br,Polaris Tech,Paid Search,2024-09-11,Lead,OPP-2024165,Brasil,ebook-revops,
HS-90541,contact541@betasolutions.com.br,beta solutions,Event,2023-09-04,SQL,OPP-2024012,Brasil,partner-referral,
HS-90542,contact542@skyops.com.br,Sky Ops,Direct,2024-05-01,Lead,OPP-2024666,Brasil,partner-referral,
HS-90543,contact543@mindbox.com.br,MINDBOX,paid,2023-10-06,Subscriber,,brasil,linkedin-ads-q3,178
HS-90544,contact544@betasolutions.com.br,beta solutions,Partner,,MQL,,Brasil,webinar-nov24,95
HS-90545,contact545@polaris.com.br,POLARIS,SEO,2024-11-03,Customer,OPP-2025028,Brasil,webinar-nov24,191
HS-90546,contact546@rushflow.com.br,RushFlow,Paid Search,2024-04-23,SQL,OPP-2024907,Brasil,cold-outbound,2156
HS-90547,contact547@mindbox.com.br,mindbox,Event,,SQL,,Brasil,webinar-nov24,
HS-90548,contact548@corelogic.com.br,CoreLogic,Webinar,,Subscriber,,brasil,partner-referral,581
HS-90549,contact549@rushflow.com.br,RUSHFLOW,Paid Search,2023-09-25,Customer,,brasil,demo-request,849
HS-90550,contact550@verticetech.com.br,Vertice,Social Media,2025-01-02,Lead,,Brasil,partner-referral,
HS-90551,contact551@dataprime.com.br,DATAPRIME,social,2023-11-07,Lead,OPP-2024602,BR,partner-referral,38
HS-90552,contact552@polare.com.br,polare,partner referral,2024-01-29,MQL,,Brasil,organic,872
HS-90553,contact553@rushflow.com.br,rushflow,Content Download,2025-01-21,Customer,,Brasil,cold-outbound,422
HS-90554,contact554@orbitdigital.com.br,Orbit Digital,Paid Search,2024-04-16,MQL,,Brasil,webinar-nov24,
HS-90555,contact555@skyops.com.br,SKYOPS,Paid Search,2024-12-11,MQL,,Brasil,webinar-nov24,792
HS-90556,contact516@rushflow.com.br,Rush Flow,Event,2024-08-05,Subscriber,OPP-2024217,Brasil,cold-outbound,
HS-90557,contact557@innova.com.br,innova,Referral,2024-03-06,Subscriber,,Brasil,linkedin-ads-q3,
HS-90558,contact558@corelogic.com.br,corelogic,google ads,,SQL,OPP-2024735,Brasil,cold-outbound,66
HS-90559,contact559@polare.com.br,POLARE,Webinar,2024-12-10,Subscriber,,Brasil,ebook-revops,3218
HS-90560,contact560@acmecorp.com.br,Acme Corp.,Event,2023-09-10,Lead,,Brasil,demo-request,54
HS-90561,contact561@rushflow.com.br,RushFlow,organic,2024-07-15,Customer,,Brasil,partner-referral,
HS-90562,contact562@polare.com.br,POLARE,Webinar,,Lead,,Brasil,webinar-nov24,69
HS-90563,contact563@ampliasolucoes.com.br,Amplia,Organic Search,2024-01-16,Customer,OPP-2024866,Brasil,organic,462
HS-90564,contact422@orbitdigital.com.br,ORBIT DIGITAL,Event,2025-01-25,Subscriber,,Brasil,ebook-revops,82
HS-90565,contact565@polaris.com.br,polaris,email,,MQL,OPP-2024171,Brasil,event-saas-summit,
HS-90566,contact566@betasolutions.com.br,Beta Solutions,google ads,2024-05-05,Customer,,Brasil,cold-outbound,107
HS-90567,contact567@tapflow.com.br,tapflow,Referral,,MQL,,Brasil,partner-referral,37
HS-90568,contact568@zentra.com.br,Zentra Tech,Organic,2024-05-11,Subscriber,,Brazil,ebook-revops,29
HS-90569,contact569@polaris.com.br,POLARIS,Email Marketing,2024-05-29,SQL,,Brasil,demo-request,
HS-90570,contact570@betasolutions.com.br,Beta Solutions Ltda,Email Marketing,2024-11-23,SQL,OPP-2025096,Brasil,ebook-revops,
HS-90571,contact571@mindbox.com.br,MINDBOX,paid,,Subscriber,,Brasil,webinar-nov24,
HS-90572,contact572@dataprime.com.br,Data Prime,partner referral,2023-11-30,Customer,,Brasil,partner-referral,43
HS-90573,contact573@polare.com.br,Polare Ltda,Social Media,2024-05-28,MQL,,BR,webinar-nov24,208
HS-90574,contact574@connectwave.com.br,ConnectWave,partner referral,2024-09-07,MQL,,BRASIL,cold-outbound,
HS-90575,contact575@gridsoft.com.br,gridsoft,Organic Search,,SQL,,brasil,webinar-nov24,156
HS-90576,contact576@acmecorp.com.br,Acme,Direct,2024-01-18,Lead,,brasil,webinar-nov24,65
HS-90577,contact577@bluepath.com.br,BluePath,google ads,2024-05-31,Customer,,Brazil,event-saas-summit,711
HS-90578,contact578@tapflow.com.br,tapflow,Email Marketing,2024-08-28,Subscriber,,Brasil,demo-request,926
HS-90579,contact579@skyops.com.br,SKYOPS,SEO,2024-06-13,MQL,,Brazil,organic,109
HS-90580,contact580@tapflow.com.br,TAPFLOW,Organic Search,2024-10-03,SQL,,Brasil,linkedin-ads-q3,3011
HS-90581,contact581@corelogic.com.br,corelogic,Content Download,,SQL,,BRASIL,ebook-revops,998
HS-90582,contact582@zentra.com.br,Zentra,paid,,MQL,,brasil,ebook-revops,
HS-90583,contact495@betasolutions.com.br,beta solutions,google ads,2024-09-29,Subscriber,OPP-2024783,Brasil,cold-outbound,65
HS-90584,contact584@bluepath.com.br,Blue Path,paid,2023-11-07,MQL,,Brasil,cold-outbound,4433
HS-90585,contact585@polaris.com.br,Polaris,Direct,2024-03-16,SQL,OPP-2024175,Brasil,webinar-nov24,900
HS-90586,contact586@innova.com.br,innova,organic,2023-09-01,Customer,,Brasil,organic,360
HS-90587,contact587@dataprime.com.br,DATAPRIME,Webinar,2024-07-28,Lead,,BRA,organic,99
HS-90588,contact430@zentra.com.br,ZENTRA,Content Download,2023-10-29,Lead,OPP-2024579,Brasil,webinar-nov24,
HS-90589,contact502@gruponexus.com.br,GRUPO NEXUS,Partner,2024-08-23,Customer,,Brasil,webinar-nov24,
HS-90590,contact590@polaris.com.br,POLARIS,Referral,2024-06-25,MQL,,Brasil,cold-outbound,36
HS-90591,contact448@dataprime.com.br,Data Prime,Email Marketing,2024-05-23,MQL,,Brasil,linkedin-ads-q3,4296
HS-90592,contact592@tapflow.com.br,Tap Flow,Event,2023-10-05,Subscriber,,Brasil,cold-outbound,
HS-90593,contact593@betasolutions.com.br,BETA SOLUTIONS,Event,2024-11-13,Lead,,BRASIL,organic,147
HS-90594,contact594@verticetech.com.br,Vértice Tech,Referral,2023-12-22,SQL,OPP-2024729,Brasil,ebook-revops,
HS-90595,contact405@ampliasolucoes.com.br,Amplia Soluções,Referral,2023-11-09,Customer,,Brasil,event-saas-summit,803
HS-90596,contact596@polaris.com.br,POLARIS,Direct,2024-04-01,Customer,,Brasil,organic,
HS-90597,contact597@dataprime.com.br,DataPrime,Webinar,2023-12-27,MQL,,Brasil,event-saas-summit,207
HS-90598,contact598@dataprime.com.br,DataPrime,organic,,SQL,OPP-2024149,Brasil,event-saas-summit,96
HS-90599,contact599@polaris.com.br,Polaris Tech,Webinar,2024-11-28,Customer,OPP-2024056,Brasil,event-saas-summit,21
HS-90600,contact600@tapflow.com.br,TapFlow,organic,2024-06-11,Lead,OPP-2024999,Brasil,partner-referral,60
HS-90601,contact601@polaris.com.br,Polaris Tech,Content Download,2024-12-13,Lead,OPP-2024732,Brasil,partner-referral,11
HS-90602,contact602@skyops.com.br,SkyOps,Direct,2025-01-24,SQL,,Brasil,linkedin-ads-q3,170
HS-90603,contact603@polare.com.br,polare,Referral,,MQL,,BRASIL,ebook-revops,41
HS-90604,contact604@gridsoft.com.br,gridsoft,Organic Search,2024-06-06,SQL,,Brasil,organic,28
HS-90605,contact605@connectwave.com.br,CONNECTWAVE,Social Media,2024-04-24,Lead,OPP-2024823,Brasil,cold-outbound,868
HS-90606,contact606@polare.com.br,Polare,Email Marketing,2024-11-17,SQL,OPP-2024984,BRA,ebook-revops,
HS-90607,contact607@dataprime.com.br,dataprime,social,2023-11-03,Subscriber,,Brasil,organic,
HS-90608,contact608@skyops.com.br,SKYOPS,Email Marketing,2024-10-29,MQL,,Brasil,event-saas-summit,185
HS-90609,contact609@skyops.com.br,SKYOPS,Referral,,Lead,,BRASIL,linkedin-ads-q3,444
HS-90610,contact610@gruponexus.com.br,Nexus Group,Social Media,2024-10-15,Subscriber,,Brasil,cold-outbound,105
HS-90611,contact611@betasolutions.com.br,beta solutions,Partner,2024-05-17,Subscriber,,Brasil,linkedin-ads-q3,
HS-90612,contact612@dataprime.com.br,Data Prime,Partner,2024-11-16,MQL,OPP-2024416,Brasil,cold-outbound,
HS-90613,contact613@rushflow.com.br,RUSHFLOW,Email Marketing,2024-10-01,Lead,OPP-2025194,Brasil,event-saas-summit,
HS-90614,contact614@corelogic.com.br,CORELOGIC,google ads,2024-01-19,SQL,,Brasil,linkedin-ads-q3,121
HS-90615,contact615@bluepath.com.br,BLUEPATH,Paid Search,2023-10-30,Subscriber,OPP-2024640,Brasil,ebook-revops,9847
HS-90616,contact616@gruponexus.com.br,Grupo Nexus,Paid Search,2024-06-07,Customer,OPP-2024351,Brasil,partner-referral,
HS-90617,contact617@skyops.com.br,SkyOps,social,2023-10-08,SQL,OPP-2024386,Brasil,cold-outbound,
HS-90618,contact618@zentra.com.br,ZENTRA,Email Marketing,,SQL,,Brasil,partner-referral,
HS-90619,contact609@skyops.com.br,Sky Ops,Referral,2023-10-26,Subscriber,,BR,partner-referral,
HS-90620,contact620@ampliasolucoes.com.br,Amplia Soluções Ltda,Referral,2024-05-05,MQL,,Brasil,organic,121
HS-90621,contact621@skyops.com.br,SKYOPS,Referral,2024-07-14,Lead,,brasil,event-saas-summit,
HS-90622,contact622@tapflow.com.br,tapflow,Webinar,2024-12-17,MQL,,Brasil,demo-request,460
HS-90623,contact623@polare.com.br,POLARE,Webinar,2024-08-04,SQL,,BRASIL,demo-request,43
HS-90624,contact624@gruponexus.com.br,Grupo Nexus,Email Marketing,2024-09-06,Lead,OPP-2024589,BR,event-saas-summit,182
HS-90625,contact625@ampliasolucoes.com.br,Amplia Soluções,organic,2024-06-09,MQL,,BRA,partner-referral,415
HS-90626,contact626@mindbox.com.br,Mind Box,organic,2023-10-28,MQL,OPP-2024338,Brasil,event-saas-summit,193
HS-90627,contact587@dataprime.com.br,DataPrime,Content Download,,Subscriber,,Brasil,linkedin-ads-q3,214
HS-90628,contact628@orbitdigital.com.br,Orbit Digital,Email Marketing,2024-11-08,Customer,OPP-2024913,BRA,event-saas-summit,
HS-90629,contact629@acmecorp.com.br,Acme Corp.,Social Media,,SQL,,Brasil,event-saas-summit,145
HS-90630,contact630@dataprime.com.br,DATAPRIME,Email Marketing,2024-07-18,Lead,,Brasil,organic,111
HS-90631,contact631@mindbox.com.br,Mindbox,paid,2024-04-12,SQL,,Brasil,partner-referral,142
HS-90632,contact632@gridsoft.com.br,gridsoft,Paid Search,2024-08-12,Subscriber,OPP-2024754,Brazil,linkedin-ads-q3,
HS-90633,contact633@skyops.com.br,skyops,partner referral,2023-10-18,MQL,,Brasil,ebook-revops,41
HS-90634,contact634@bluepath.com.br,bluepath,social,,SQL,,BRA,webinar-nov24,
HS-90635,contact635@rushflow.com.br,rushflow,Social Media,2024-10-17,Subscriber,,Brasil,ebook-revops,89
HS-90636,contact636@ampliasolucoes.com.br,Amplia,Partner,2023-09-05,Subscriber,,Brasil,ebook-revops,
HS-90637,contact637@mindbox.com.br,Mind Box,partner referral,2024-03-07,Subscriber,,Brasil,ebook-revops,658
HS-90638,contact638@innova.com.br,INNOVA,Content Download,2024-02-17,Lead,,Brazil,partner-referral,
HS-90639,contact639@polaris.com.br,Polaris Tech,Webinar,,Lead,OPP-2024775,Brasil,event-saas-summit,964
HS-90640,contact640@zentra.com.br,zentra,Social Media,2024-05-18,MQL,,Brasil,cold-outbound,
HS-90641,contact641@bluepath.com.br,Blue Path,Referral,2024-05-11,Lead,,brasil,event-saas-summit,269
HS-90642,contact642@bluepath.com.br,bluepath,Referral,,MQL,OPP-2024327,brasil,linkedin-ads-q3,
HS-90643,contact643@mindbox.com.br,Mindbox,paid,2024-05-06,Customer,OPP-2024444,BR,ebook-revops,
HS-90644,contact644@polaris.com.br,POLARIS,Organic,2024-03-06,Subscriber,OPP-2024037,Brasil,demo-request,
HS-90645,contact645@ampliasolucoes.com.br,Amplia,Organic Search,2023-12-17,Lead,,Brasil,linkedin-ads-q3,
HS-90646,contact646@gridsoft.com.br,GridSoft,Paid Search,2023-11-14,Customer,,brasil,webinar-nov24,193
HS-90647,contact647@verticetech.com.br,Vertice,paid,2023-09-10,Subscriber,,Brasil,demo-request,55
HS-90648,contact543@mindbox.com.br,mindbox,Direct,2023-11-17,MQL,,Brasil,ebook-revops,
HS-90649,contact649@skyops.com.br,SkyOps,Email Marketing,2024-02-17,MQL,OPP-2024342,Brasil,webinar-nov24,35
HS-90650,contact650@skyops.com.br,Sky Ops,Content Download,2024-01-17,Lead,,Brasil,event-saas-summit,
HS-90651,contact494@rushflow.com.br,rushflow,social,2024-04-01,Lead,OPP-2024579,Brazil,demo-request,
HS-90652,contact652@skyops.com.br,SKYOPS,Organic Search,2025-01-26,Subscriber,,Brasil,webinar-nov24,1000
HS-90653,contact653@acmecorp.com.br,Acme Corp,Content Download,2024-04-20,Customer,,BR,cold-outbound,140
HS-90654,contact654@polaris.com.br,POLARIS,Direct,,MQL,,BRASIL,linkedin-ads-q3,43
HS-90655,contact655@verticetech.com.br,Vertice,Partner,2024-09-27,Lead,,BR,event-saas-summit,265
HS-90656,contact656@gridsoft.com.br,GridSoft,Paid Search,,Customer,,Brasil,organic,646
HS-90657,contact657@betasolutions.com.br,Beta Solutions Ltda,Organic Search,2023-09-26,SQL,OPP-2025112,Brasil,demo-request,157
HS-90658,contact658@innova.com.br,Innova,Partner,2024-10-16,Customer,,Brasil,partner-referral,
HS-90659,contact659@betasolutions.com.br,beta solutions,Social Media,2025-01-07,Customer,,Brazil,webinar-nov24,
HS-90660,contact660@verticetech.com.br,Vértice Tech,Direct,2024-03-13,Lead,,Brasil,ebook-revops,474
HS-90661,contact661@corelogic.com.br,CoreLogic,Direct,2024-02-23,MQL,,Brasil,organic,185
HS-90662,contact618@zentra.com.br,zentra,Content Download,,Subscriber,,Brasil,partner-referral,78
HS-90663,contact663@tapflow.com.br,tapflow,Direct,2023-11-19,Subscriber,,Brasil,ebook-revops,6463
HS-90664,contact664@gridsoft.com.br,GRIDSOFT,Partner,2023-10-28,Customer,,BR,demo-request,77
HS-90665,contact665@gridsoft.com.br,gridsoft,Direct,,MQL,,Brazil,linkedin-ads-q3,
HS-90666,contact666@corelogic.com.br,CORELOGIC,Referral,2024-06-24,Lead,,Brasil,partner-referral,
HS-90667,contact667@betasolutions.com.br,beta solutions,Content Download,2024-03-02,SQL,,BRA,demo-request,51
HS-90668,contact668@polare.com.br,polare,Social Media,,Subscriber,OPP-2025026,brasil,linkedin-ads-q3,9655
HS-90669,contact669@innova.com.br,innova,Referral,2023-11-02,Lead,,Brasil,demo-request,425
HS-90670,contact670@gridsoft.com.br,gridsoft,Email Marketing,,MQL,,Brasil,ebook-revops,
HS-90671,contact671@zentra.com.br,ZENTRA,Direct,2023-10-19,Lead,,brasil,event-saas-summit,39
HS-90672,contact672@orbitdigital.com.br,Orbit Digital,Social Media,2024-01-29,Lead,OPP-2025062,Brasil,webinar-nov24,108
HS-90673,contact673@betasolutions.com.br,Beta Solutions Ltda,SEO,,MQL,,BRA,webinar-nov24,692
HS-90674,contact674@tapflow.com.br,Tap Flow,Referral,2023-12-25,Lead,,BRASIL,partner-referral,1601
HS-90675,contact675@zentra.com.br,Zentra,Content Download,,Lead,,BRA,ebook-revops,
HS-90676,contact676@orbitdigital.com.br,ORBIT DIGITAL,social,,SQL,,Brasil,organic,4495
HS-90677,contact677@zentra.com.br,ZENTRA,social,2024-07-18,Subscriber,,Brasil,linkedin-ads-q3,
HS-90678,contact678@acmecorp.com.br,Acme Corp.,Referral,2023-12-15,SQL,,Brasil,cold-outbound,1416
HS-90679,contact679@zentra.com.br,Zentra,Partner,,SQL,OPP-2024958,Brasil,organic,
HS-90680,contact680@connectwave.com.br,CONNECTWAVE,Partner,2024-06-19,Subscriber,OPP-2024047,BRA,cold-outbound,500
HS-90681,contact681@orbitdigital.com.br,Orbit Digital,SEO,2024-06-10,Customer,OPP-2024928,Brasil,cold-outbound,7837
HS-90682,contact682@dataprime.com.br,Data Prime,Event,2024-05-16,SQL,,BRA,partner-referral,117
HS-90683,contact683@verticetech.com.br,Vertice Tech,Event,2024-02-27,Subscriber,,BRASIL,event-saas-summit,137
HS-90684,contact684@dataprime.com.br,DataPrime,google ads,2023-12-01,Lead,,Brasil,cold-outbound,4627
HS-90685,contact685@bluepath.com.br,bluepath,Event,2024-05-11,Subscriber,,Brasil,event-saas-summit,52
HS-90686,contact548@corelogic.com.br,Core Logic,partner referral,,MQL,,Brasil,cold-outbound,
HS-90687,contact687@bluepath.com.br,bluepath,email,2023-10-20,MQL,,Brasil,partner-referral,
HS-90688,contact688@gridsoft.com.br,GridSoft,Direct,,Customer,,Brasil,demo-request,4936
HS-90689,contact689@polaris.com.br,polaris,Event,,Customer,OPP-2024700,Brasil,partner-referral,101
HS-90690,contact690@gridsoft.com.br,GRIDSOFT,Paid Search,,Lead,OPP-2024220,BRASIL,linkedin-ads-q3,156
HS-90691,contact691@corelogic.com.br,CORELOGIC,Referral,2024-03-12,Lead,,Brasil,demo-request,89
HS-90692,contact497@polaris.com.br,Polaris,SEO,,Customer,OPP-2024576,Brasil,demo-request,
HS-90693,contact693@polaris.com.br,POLARIS,Social Media,2024-05-08,SQL,,Brasil,organic,
HS-90694,contact694@innova.com.br,innova,organic,,SQL,,Brasil,demo-request,
HS-90695,contact695@mindbox.com.br,MINDBOX,Webinar,2024-07-04,SQL,,Brasil,demo-request,190
HS-90696,contact696@fluxosistemas.com.br,FLUXO SISTEMAS,Partner,,Subscriber,,BRA,ebook-revops,87
HS-90697,contact697@polare.com.br,polare,Paid Search,2024-12-25,Subscriber,OPP-2024709,BRA,event-saas-summit,
HS-90698,contact698@dataprime.com.br,DataPrime,Direct,,SQL,,Brasil,webinar-nov24,172
HS-90699,contact562@polare.com.br,polare,google ads,2023-09-13,Subscriber,OPP-2024261,Brasil,event-saas-summit,
HS-90700,contact700@zentra.com.br,Zentra Tech,Referral,2024-10-14,Subscriber,OPP-2024693,Brasil,webinar-nov24,
HS-90701,contact701@polare.com.br,Polare Ltda,Email Marketing,,Customer,,Brasil,partner-referral,21
HS-90702,contact702@skyops.com.br,SkyOps,Email Marketing,2024-09-14,Customer,OPP-2024238,Brazil,cold-outbound,116
HS-90703,contact703@rushflow.com.br,RushFlow,Partner,2023-11-08,Lead,,Brasil,organic,519
HS-90704,contact704@mindbox.com.br,Mindbox,Webinar,,Customer,,BR,partner-referral,409
HS-90705,contact705@tapflow.com.br,tapflow,Paid Search,,Lead,,Brasil,webinar-nov24,
HS-90706,contact706@mindbox.com.br,Mind Box,organic,2024-09-06,MQL,,Brasil,ebook-revops,59
HS-90707,contact707@corelogic.com.br,CoreLogic,Event,,Subscriber,,BRA,webinar-nov24,
HS-90708,contact708@orbitdigital.com.br,ORBIT DIGITAL,Social Media,2024-02-26,SQL,,Brasil,ebook-revops,942
HS-90709,contact709@mindbox.com.br,MINDBOX,Organic Search,2023-09-04,Customer,,Brasil,event-saas-summit,
HS-90710,contact710@ampliasolucoes.com.br,Amplia Soluções Ltda,SEO,2025-01-27,Customer,OPP-2024992,Brazil,event-saas-summit,118
HS-90711,contact711@dataprime.com.br,dataprime,paid,2024-02-10,SQL,,Brasil,linkedin-ads-q3,900
HS-90712,contact712@zentra.com.br,ZENTRA,Referral,2024-04-11,MQL,,BRA,cold-outbound,
HS-90713,contact713@betasolutions.com.br,beta solutions,Organic Search,,Customer,,BR,ebook-revops,
HS-90714,contact714@fluxosistemas.com.br,FLUXO SISTEMAS,social,2024-02-11,Subscriber,,Brasil,ebook-revops,
HS-90715,contact715@polare.com.br,Polare,email,2023-11-26,SQL,,Brasil,ebook-revops,44
HS-90716,contact716@fluxosistemas.com.br,Fluxo Sistemas Ltda,Organic Search,2024-01-13,Subscriber,,BRA,cold-outbound,
HS-90717,contact717@polaris.com.br,POLARIS,Partner,,Lead,OPP-2025193,Brasil,cold-outbound,
HS-90718,contact718@ampliasolucoes.com.br,Amplia Soluções Ltda,Webinar,2024-09-27,Lead,OPP-2025186,brasil,webinar-nov24,
HS-90719,contact719@acmecorp.com.br,Acme Corp,Event,,MQL,OPP-2024059,Brasil,linkedin-ads-q3,
HS-90720,contact720@mindbox.com.br,MINDBOX,Partner,2024-11-12,Customer,OPP-2024335,brasil,linkedin-ads-q3,992
HS-90721,contact721@skyops.com.br,Sky Ops,Event,2023-09-03,SQL,OPP-2025004,Brasil,linkedin-ads-q3,
